pHR,pWalkSingle,pDouble,pTriple,0,0,0,0,pOut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pHR,0,pDoubleR,pTriple,pWalkSingleR,pSingleR,pDoubleR,0,0,pOut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pHR,pSingleRii,pDouble,pTriple,pWalk,pSingleRi,0,0,0,0,pOut,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pHR,pSingle,pDouble,pTriple,0,pWalk,0,0,0,0,0,pOut,0,0,0,0,0,0,0,0,0,0,0,0,0
pHR,0,pDoubleR,pTriple,pSingleRi,pSingleR,pDoubleR,pWalkSingleR,0,0,0,0,pOut,0,0,0,0,0,0,0,0,0,0,0,0
pHR,0,pDoubleR,pTriple,pSingleR,pSingleR,pDoubleR,pWalk,0,0,0,0,0,pOut,0,0,0,0,0,0,0,0,0,0,0
pHR,pSingleRi,pDouble,pTriple,0,pSingleR,0,pWalk,0,0,0,0,0,0,pOut,0,0,0,0,0,0,0,0,0,0
pHR,0,pDoubleR,pTriple,pSingleR,pSingleR,pDoubleR,pWalk,0,0,0,0,0,0,0,pOut,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,pHR,pWalkSingle,pDouble,pTriple,0,0,0,0,pOut,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,pHR,0,pDoubleR,pTriple,pWalkSingleR,pSingleR,pDoubleR,0,0,pOut,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,pHR,psingleRii,pDouble,pTriple,pWalk,pSingleRi,0,0,0,0,pOut,0,0,0,0,0,0
0,0,0,0,0,0,0,0,pHR,pSingle,pDouble,pTriple,0,pWalk,0,0,0,0,0,pOut,0,0,0,0,0
0,0,0,0,0,0,0,0,pHR,0,pDoubleR,pTriple,pSingleRi,pSingleR,pDoubleR,pWalkSingleR,0,0,0,0,pOut,0,0,0,0
0,0,0,0,0,0,0,0,pHR,0,pDoubleR,pTriple,pSingleR,pSingleR,pDoubleR,pWalk,0,0,0,0,0,pOut,0,0,0
0,0,0,0,0,0,0,0,pHR,pSingleRi,pDouble,pTriple,0,pSingleR,0,pWalk,0,0,0,0,0,0,pOut,0,0
0,0,0,0,0,0,0,0,pHR,0,pDoubleR,pTriple,pSingleR,pSingleR,pDoubleR,pWalk,0,0,0,0,0,0,0,pOut,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pHR,pWalkSingle,pDouble,pTriple,0,0,0,0,pOut
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pHR,0,pDoubleR,pTriple,pWalkSingleR,pSingleR,pDoubleR,0,pOut
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pHR,psingleRii,pDouble,pTriple,pWalk,pSingleRi,0,0,pOut
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pHR,pSingle,pDouble,pTriple,0,pWalk,0,0,pOut
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pHR,0,pDoubleR,pTriple,pSingleRi,pSingleR,pDoubleR,pWalkSingleR,pOut
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pHR,0,pDoubleR,pTriple,pSingleR,pSingleR,pDoubleR,pWalk,pOut
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pHR,pSingleRi,pDouble,pTriple,0,pSingleR,0,pWalk,pOut
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pHR,0,pDoubleR,pTriple,pSingleR,pSingleR,pDoubleR,pWalk,pOut
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
